问题id,问题文本,知识点名称,认知目标层次,知识点类型
61a1ec5d28dac08ee2e828a1,下列运算正确的是(   ) A．a<sup>3</sup>+a<sup>4</sup>＝a<sup>7</sup> B．a<sup>3</sup>•a<sup>4</sup>＝a<sup>12</sup> C．（a<sup>3</sup>）<sup>4</sup>＝a<sup>7</sup> D．（﹣2a<sup>3</sup>）<sup>4</sup>＝16a<sup>12</sup>,同底数幂的乘法运算法则,理解,知识点
61a1ec5d28dac08ee2e828a1,下列运算正确的是(   ) A．a<sup>3</sup>+a<sup>4</sup>＝a<sup>7</sup> B．a<sup>3</sup>•a<sup>4</sup>＝a<sup>12</sup> C．（a<sup>3</sup>）<sup>4</sup>＝a<sup>7</sup> D．（﹣2a<sup>3</sup>）<sup>4</sup>＝16a<sup>12</sup>,幂的综合运算,应用,题型
61a1ecbb28dac08ee2e828a3,下列说法正确的是(   ) A．为了解人造卫星的设备零件的质量情况，应选择抽样调查 B．了解九年级（1）班同学的视力情况，应选择全面调查 C．购买一张体育彩票中奖是不可能事件 D．抛掷一枚质地均匀的硬币刚好正面朝上是必然事件,事件的识别与判断,理解,题型
61a1ecbb28dac08ee2e828a3,下列说法正确的是(   ) A．为了解人造卫星的设备零件的质量情况，应选择抽样调查 B．了解九年级（1）班同学的视力情况，应选择全面调查 C．购买一张体育彩票中奖是不可能事件 D．抛掷一枚质地均匀的硬币刚好正面朝上是必然事件,全面调查的定义,记忆,知识点
61a1ecbb28dac08ee2e828a3,下列说法正确的是(   ) A．为了解人造卫星的设备零件的质量情况，应选择抽样调查 B．了解九年级（1）班同学的视力情况，应选择全面调查 C．购买一张体育彩票中奖是不可能事件 D．抛掷一枚质地均匀的硬币刚好正面朝上是必然事件,抽样调查的定义,记忆,知识点
61a1ecbb28dac08ee2e828a3,下列说法正确的是(   ) A．为了解人造卫星的设备零件的质量情况，应选择抽样调查 B．了解九年级（1）班同学的视力情况，应选择全面调查 C．购买一张体育彩票中奖是不可能事件 D．抛掷一枚质地均匀的硬币刚好正面朝上是必然事件,随机事件的定义,记忆,知识点
61a1ecbb28dac08ee2e828a3,下列说法正确的是(   ) A．为了解人造卫星的设备零件的质量情况，应选择抽样调查 B．了解九年级（1）班同学的视力情况，应选择全面调查 C．购买一张体育彩票中奖是不可能事件 D．抛掷一枚质地均匀的硬币刚好正面朝上是必然事件,调查方式的合理性的判断,分析,题型
61a1ecbb28dac08ee2e828a3,下列说法正确的是(   ) A．为了解人造卫星的设备零件的质量情况，应选择抽样调查 B．了解九年级（1）班同学的视力情况，应选择全面调查 C．购买一张体育彩票中奖是不可能事件 D．抛掷一枚质地均匀的硬币刚好正面朝上是必然事件,确定性事件的定义,记忆,知识点
61a1ed1b28dac08ee2e828a5,对于一组数据1，1，3，1，4，下列结论不正确的是(   ) A．平均数是2 B．众数是1 C．中位数是3 D．方差是1.6,中位数的计算,应用,题型
61a1ed1b28dac08ee2e828a5,对于一组数据1，1，3，1，4，下列结论不正确的是(   ) A．平均数是2 B．众数是1 C．中位数是3 D．方差是1.6,中位数,记忆,知识点
61a1ed1b28dac08ee2e828a5,对于一组数据1，1，3，1，4，下列结论不正确的是(   ) A．平均数是2 B．众数是1 C．中位数是3 D．方差是1.6,平均数,记忆,知识点
61a1ed1b28dac08ee2e828a5,对于一组数据1，1，3，1，4，下列结论不正确的是(   ) A．平均数是2 B．众数是1 C．中位数是3 D．方差是1.6,平均数的计算,应用,题型
61a1ed1b28dac08ee2e828a5,对于一组数据1，1，3，1，4，下列结论不正确的是(   ) A．平均数是2 B．众数是1 C．中位数是3 D．方差是1.6,众数的计算,应用,题型
61a1ed1b28dac08ee2e828a5,对于一组数据1，1，3，1，4，下列结论不正确的是(   ) A．平均数是2 B．众数是1 C．中位数是3 D．方差是1.6,方差与标准差的计算,应用,题型
61a1ed1b28dac08ee2e828a5,对于一组数据1，1，3，1，4，下列结论不正确的是(   ) A．平均数是2 B．众数是1 C．中位数是3 D．方差是1.6,众数,记忆,知识点
61a1ed1b28dac08ee2e828a5,对于一组数据1，1，3，1，4，下列结论不正确的是(   ) A．平均数是2 B．众数是1 C．中位数是3 D．方差是1.6,方差,记忆,知识点
61a1ed8528dac08ee2e828a7,下列函数中，y随x增大而增大的是(   ) A．y＝﹣2x B．y＝﹣2x+3 C．y＝ $\frac2x$ （x＜0） D．y＝﹣x<sup>2</sup>+4x+3（x＜2）,一次函数的图象与性质,理解,知识点
61a1ed8528dac08ee2e828a7,下列函数中，y随x增大而增大的是(   ) A．y＝﹣2x B．y＝﹣2x+3 C．y＝ $\frac2x$ （x＜0） D．y＝﹣x<sup>2</sup>+4x+3（x＜2）,反比例函数图象与性质的判断,分析,题型
61a1ed8528dac08ee2e828a7,下列函数中，y随x增大而增大的是(   ) A．y＝﹣2x B．y＝﹣2x+3 C．y＝ $\frac2x$ （x＜0） D．y＝﹣x<sup>2</sup>+4x+3（x＜2）,反比例函数的图象与性质,理解,知识点
61a1ed8528dac08ee2e828a7,下列函数中，y随x增大而增大的是(   ) A．y＝﹣2x B．y＝﹣2x+3 C．y＝ $\frac2x$ （x＜0） D．y＝﹣x<sup>2</sup>+4x+3（x＜2）,一次函数图象与性质的综合判断,分析,题型
61a1ed8528dac08ee2e828a7,下列函数中，y随x增大而增大的是(   ) A．y＝﹣2x B．y＝﹣2x+3 C．y＝ $\frac2x$ （x＜0） D．y＝﹣x<sup>2</sup>+4x+3（x＜2）,二次函数图象与性质的综合判断,分析,题型
61a1edab28dac08ee2e828a8,已知圆锥的母线长为3，底面圆半径为1，则圆锥侧面展开图的圆心角为(   ) A．30° B．60° C．120° D．150°,圆锥的侧面展开图,理解,知识点
61a1edab28dac08ee2e828a8,已知圆锥的母线长为3，底面圆半径为1，则圆锥侧面展开图的圆心角为(   ) A．30° B．60° C．120° D．150°,圆锥中角度与线段的计算,应用,题型
61a1ee0c4df6eb0e55e8262d,关于x，y的方程组 $\left\{\begin{array}{l}3x+2y=k-1\2x+3y=3k+1\end{array}\right.$ 的解为 $\left\{\begin{array}{l}x=a\y=b\end{array}\right.$ ，若点P（a，b）总在直线y＝x上方，那么k的取值范围是(   ) A．k＞1 B．k＞﹣1 C．k＜1 D．k＜﹣1,点与一次函数的图象的关系应用,应用,题型
61a1ee0c4df6eb0e55e8262d,关于x，y的方程组 $\left\{\begin{array}{l}3x+2y=k-1\2x+3y=3k+1\end{array}\right.$ 的解为 $\left\{\begin{array}{l}x=a\y=b\end{array}\right.$ ，若点P（a，b）总在直线y＝x上方，那么k的取值范围是(   ) A．k＞1 B．k＞﹣1 C．k＜1 D．k＜﹣1,消元法解二元一次方程组,应用,题型
61a1ef4e28dac08ee2e828a9,已知a+b＝2，a﹣b＝3．则a<sup>2</sup>﹣b<sup>2</sup>的值为              ．,乘法公式的变换应用求值,应用,题型
61a1ef6e28dac08ee2e828aa,要想了解九年级1500名学生的心理健康评估报告，从中抽取了300名学生的心理健康评估报告进行统计分析，以下说法：①1500名学生是总体；②每名学生的心理健康评估报告是个体；③被抽取的300名学生是总体的一个样本；④300是样本容量．其中正确的是              ．,总体、个体、样本与样本容量的理解,应用,题型
61a1ef6e28dac08ee2e828aa,要想了解九年级1500名学生的心理健康评估报告，从中抽取了300名学生的心理健康评估报告进行统计分析，以下说法：①1500名学生是总体；②每名学生的心理健康评估报告是个体；③被抽取的300名学生是总体的一个样本；④300是样本容量．其中正确的是              ．,总体、个体、样本与样本容量,理解,知识点
61a1eff428dac08ee2e828ac,我们把宽与长的比是 $\frac{\sqrt5-1}2$ 的矩形叫做黄金矩形．黄金矩形给我们以协调、匀称的美感，世界各国许多著名的建筑，为取得最佳的视觉效果，都采用了黄金矩形的设计．已知四边形ABCD是黄金矩形，边AB的长度为 $\sqrt5$ ﹣1，则该矩形的周长为              ．,分类讨论的思想,理解,知识点
61a1eff428dac08ee2e828ac,我们把宽与长的比是 $\frac{\sqrt5-1}2$ 的矩形叫做黄金矩形．黄金矩形给我们以协调、匀称的美感，世界各国许多著名的建筑，为取得最佳的视觉效果，都采用了黄金矩形的设计．已知四边形ABCD是黄金矩形，边AB的长度为 $\sqrt5$ ﹣1，则该矩形的周长为              ．,新定义问题,分析,题型
61a1f0ed28dac08ee2e828af,计算：（﹣1）<sup>3</sup>+| $\sqrt2$ ﹣1|﹣（ $\frac12$ ）<sup>﹣2</sup>+2cos45°﹣ $\sqrt8$ ．,特殊角的三角函数值,记忆,知识点
61a1f0ed28dac08ee2e828af,计算：（﹣1）<sup>3</sup>+| $\sqrt2$ ﹣1|﹣（ $\frac12$ ）<sup>﹣2</sup>+2cos45°﹣ $\sqrt8$ ．,负整数指数幂,记忆,知识点
61a1f0ed28dac08ee2e828af,计算：（﹣1）<sup>3</sup>+| $\sqrt2$ ﹣1|﹣（ $\frac12$ ）<sup>﹣2</sup>+2cos45°﹣ $\sqrt8$ ．,利用特殊角的三角函数值进行计算,应用,题型
61a1f7ce28dac08ee2e828c1,下列运算中，正确的是(   ) A．a<sup>2</sup>•a<sup>5</sup>＝a<sup>10</sup> B．（a﹣b）<sup>2</sup>＝a<sup>2</sup>﹣b<sup>2</sup> C．（﹣3a<sup>3</sup>）<sup>2</sup>＝6a<sup>6</sup> D．﹣3a<sup>2</sup>b+2a<sup>2</sup>b＝﹣a<sup>2</sup>b,积的乘方的运算,应用,题型
61a1f7ce28dac08ee2e828c1,下列运算中，正确的是(   ) A．a<sup>2</sup>•a<sup>5</sup>＝a<sup>10</sup> B．（a﹣b）<sup>2</sup>＝a<sup>2</sup>﹣b<sup>2</sup> C．（﹣3a<sup>3</sup>）<sup>2</sup>＝6a<sup>6</sup> D．﹣3a<sup>2</sup>b+2a<sup>2</sup>b＝﹣a<sup>2</sup>b,同底数幂的运算,应用,题型
61a1f7ce28dac08ee2e828c1,下列运算中，正确的是(   ) A．a<sup>2</sup>•a<sup>5</sup>＝a<sup>10</sup> B．（a﹣b）<sup>2</sup>＝a<sup>2</sup>﹣b<sup>2</sup> C．（﹣3a<sup>3</sup>）<sup>2</sup>＝6a<sup>6</sup> D．﹣3a<sup>2</sup>b+2a<sup>2</sup>b＝﹣a<sup>2</sup>b,完全平方公式的定义,记忆,知识点
61a1f7ce28dac08ee2e828c1,下列运算中，正确的是(   ) A．a<sup>2</sup>•a<sup>5</sup>＝a<sup>10</sup> B．（a﹣b）<sup>2</sup>＝a<sup>2</sup>﹣b<sup>2</sup> C．（﹣3a<sup>3</sup>）<sup>2</sup>＝6a<sup>6</sup> D．﹣3a<sup>2</sup>b+2a<sup>2</sup>b＝﹣a<sup>2</sup>b,同底数幂的乘法运算法则,理解,知识点
61a1f7e54df6eb0e55e82632,到2021年6月3日，我国31个省（自治区、直辖市）和新疆生产建设兵团，累计接种新冠疫苗约7.05亿剂次，请将7.05亿用科学记数法表示(   ) A．7.05×10<sup>7</sup> B．70.5×10<sup>8</sup> C．7.05×10<sup>8</sup> D．7.05×10<sup>9</sup>,用科学记数法表示数及递用还原数,应用,题型
61a1f7e54df6eb0e55e82632,到2021年6月3日，我国31个省（自治区、直辖市）和新疆生产建设兵团，累计接种新冠疫苗约7.05亿剂次，请将7.05亿用科学记数法表示(   ) A．7.05×10<sup>7</sup> B．70.5×10<sup>8</sup> C．7.05×10<sup>8</sup> D．7.05×10<sup>9</sup>,科学记数法的定义,记忆,知识点
61a1f85e28dac08ee2e828c3,关于x的一元二次方程（a+2）x<sup>2</sup>﹣3x+1＝0有实数根，则a的取值范围是(   ) A．a≤ $\frac14$ 且a≠﹣2 B．a≤ $\frac14$  C．a＜ $\frac14$ 且a≠﹣2 D．a＜ $\frac14$,一元二次方程根的判别式,理解,知识点
61a1f85e28dac08ee2e828c3,关于x的一元二次方程（a+2）x<sup>2</sup>﹣3x+1＝0有实数根，则a的取值范围是(   ) A．a≤ $\frac14$ 且a≠﹣2 B．a≤ $\frac14$  C．a＜ $\frac14$ 且a≠﹣2 D．a＜ $\frac14$,由根的情况确定字母的取值范围,分析,题型
61a1f8724df6eb0e55e82633,下列说法正确的是(   ) A．为了了解全国中学生的心理健康情况，选择全面调查 B．在一组数据7，6，5，6，6，4，8中，众数和中位数都是6 C．“若a是实数，则|a|＞0”是必然事件 D．若甲组数据的方差S<sub>甲</sub><sup>2</sup>＝0.02，乙组数据的方差S<sub>乙</sub><sup>2</sup>＝0.12，则乙组数据比甲组数据稳定,事件的识别与判断,理解,题型
61a1f8724df6eb0e55e82633,下列说法正确的是(   ) A．为了了解全国中学生的心理健康情况，选择全面调查 B．在一组数据7，6，5，6，6，4，8中，众数和中位数都是6 C．“若a是实数，则|a|＞0”是必然事件 D．若甲组数据的方差S<sub>甲</sub><sup>2</sup>＝0.02，乙组数据的方差S<sub>乙</sub><sup>2</sup>＝0.12，则乙组数据比甲组数据稳定,中位数,记忆,知识点
61a1f8724df6eb0e55e82633,下列说法正确的是(   ) A．为了了解全国中学生的心理健康情况，选择全面调查 B．在一组数据7，6，5，6，6，4，8中，众数和中位数都是6 C．“若a是实数，则|a|＞0”是必然事件 D．若甲组数据的方差S<sub>甲</sub><sup>2</sup>＝0.02，乙组数据的方差S<sub>乙</sub><sup>2</sup>＝0.12，则乙组数据比甲组数据稳定,平均数、中位数、众数、方差概念的理解,理解,题型
61a1f8724df6eb0e55e82633,下列说法正确的是(   ) A．为了了解全国中学生的心理健康情况，选择全面调查 B．在一组数据7，6，5，6，6，4，8中，众数和中位数都是6 C．“若a是实数，则|a|＞0”是必然事件 D．若甲组数据的方差S<sub>甲</sub><sup>2</sup>＝0.02，乙组数据的方差S<sub>乙</sub><sup>2</sup>＝0.12，则乙组数据比甲组数据稳定,全面调查的定义,记忆,知识点
61a1f8724df6eb0e55e82633,下列说法正确的是(   ) A．为了了解全国中学生的心理健康情况，选择全面调查 B．在一组数据7，6，5，6，6，4，8中，众数和中位数都是6 C．“若a是实数，则|a|＞0”是必然事件 D．若甲组数据的方差S<sub>甲</sub><sup>2</sup>＝0.02，乙组数据的方差S<sub>乙</sub><sup>2</sup>＝0.12，则乙组数据比甲组数据稳定,众数,记忆,知识点
61a1f8724df6eb0e55e82633,下列说法正确的是(   ) A．为了了解全国中学生的心理健康情况，选择全面调查 B．在一组数据7，6，5，6，6，4，8中，众数和中位数都是6 C．“若a是实数，则|a|＞0”是必然事件 D．若甲组数据的方差S<sub>甲</sub><sup>2</sup>＝0.02，乙组数据的方差S<sub>乙</sub><sup>2</sup>＝0.12，则乙组数据比甲组数据稳定,方差,记忆,知识点
61a1f8724df6eb0e55e82633,下列说法正确的是(   ) A．为了了解全国中学生的心理健康情况，选择全面调查 B．在一组数据7，6，5，6，6，4，8中，众数和中位数都是6 C．“若a是实数，则|a|＞0”是必然事件 D．若甲组数据的方差S<sub>甲</sub><sup>2</sup>＝0.02，乙组数据的方差S<sub>乙</sub><sup>2</sup>＝0.12，则乙组数据比甲组数据稳定,调查方式的合理性的判断,分析,题型
61a1f8724df6eb0e55e82633,下列说法正确的是(   ) A．为了了解全国中学生的心理健康情况，选择全面调查 B．在一组数据7，6，5，6，6，4，8中，众数和中位数都是6 C．“若a是实数，则|a|＞0”是必然事件 D．若甲组数据的方差S<sub>甲</sub><sup>2</sup>＝0.02，乙组数据的方差S<sub>乙</sub><sup>2</sup>＝0.12，则乙组数据比甲组数据稳定,确定性事件的定义,记忆,知识点
61a1f89f28dac08ee2e828c4,点A（﹣3，y<sub>1</sub>），B（﹣1，y<sub>2</sub>），C（2，y<sub>3</sub>）都在反比例函数y＝ $\frac kx$ （k＜0）的图象上，则y<sub>1</sub>，y<sub>2</sub>，y<sub>3</sub>的大小关系是(   ) A．y<sub>3</sub>＜y<sub>1</sub>＜y<sub>2</sub> B．y<sub>2</sub>＜y<sub>1</sub>＜y<sub>3</sub> C．y<sub>1</sub>＜y<sub>2</sub>＜y<sub>3</sub> D．y<sub>3</sub>＜y<sub>2</sub>＜y<sub>1</sub>,反比例函数值的大小比较,应用,题型
61a1fa7e28dac08ee2e828c6,函数y＝ $\sqrt{2x-1}$ 的自变量x的取值范围是              ．,求自变量的取值范围,应用,题型
61a1fa7e28dac08ee2e828c6,函数y＝ $\sqrt{2x-1}$ 的自变量x的取值范围是              ．,函数自变量的取值范围,理解,知识点
61a1fac2b423bd0275e8257b,一个三角形的两边长分别为3和5，第三边长是方程x<sup>2</sup>﹣6x+8＝0的根，则这个三角形的周长为              ．,三角形的三边关系,理解,知识点
61a1fac2b423bd0275e8257b,一个三角形的两边长分别为3和5，第三边长是方程x<sup>2</sup>﹣6x+8＝0的根，则这个三角形的周长为              ．,公式法解一元二次方程,应用,题型
61a1fb1528dac08ee2e828c7,若x、y满足 $\left\{\begin{array}{l}x-2y=-2\x+2y=3\end{array}\right.$ ，则代数式x<sup>2</sup>﹣4y<sup>2</sup>的值为 　          ．,因式分解的应用,应用,题型
61a4acddc93718a1484c5496,我国在2020年10月开展了第七次人口普查，普查数据显示，我国2020年总人口达到14.1亿，将14.1亿用科学记数法表示为(   ) A．14.1×10<sup>7</sup> B．14.1×10<sup>8</sup> C．1.41×10<sup>9</sup> D．1.41×10<sup>10</sup>,用科学记数法表示数及递用还原数,应用,题型
61a4acddc93718a1484c5496,我国在2020年10月开展了第七次人口普查，普查数据显示，我国2020年总人口达到14.1亿，将14.1亿用科学记数法表示为(   ) A．14.1×10<sup>7</sup> B．14.1×10<sup>8</sup> C．1.41×10<sup>9</sup> D．1.41×10<sup>10</sup>,科学记数法的定义,记忆,知识点
61a4ad03703d98413e4c5429,在平面直角坐标系中，点A（﹣3，﹣1）关于y轴的对称点的坐标是(   ) A．（﹣3，1） B．（3，1） C．（3，﹣1） D．（﹣1，﹣3）,图形的对称与点的坐标变化,分析,题型
61a4ad03703d98413e4c5429,在平面直角坐标系中，点A（﹣3，﹣1）关于y轴的对称点的坐标是(   ) A．（﹣3，1） B．（3，1） C．（3，﹣1） D．（﹣1，﹣3）,用坐标表示对称的变化规律,理解,知识点
61a4ad7fc93718a1484c5497,下列运算正确的是(   ) A．（x<sup>2</sup>）<sup>3</sup>＝x<sup>6</sup> B．3x<sup>2</sup>﹣2x＝x C．（﹣2x）<sup>3</sup>＝﹣6x<sup>3</sup> D．x<sup>6</sup>÷x<sup>2</sup>＝x<sup>3</sup>,积的乘方运算法则,理解,知识点
61a4ad7fc93718a1484c5497,下列运算正确的是(   ) A．（x<sup>2</sup>）<sup>3</sup>＝x<sup>6</sup> B．3x<sup>2</sup>﹣2x＝x C．（﹣2x）<sup>3</sup>＝﹣6x<sup>3</sup> D．x<sup>6</sup>÷x<sup>2</sup>＝x<sup>3</sup>,同底数幂的除法运算法则,理解,知识点
61a4ad7fc93718a1484c5497,下列运算正确的是(   ) A．（x<sup>2</sup>）<sup>3</sup>＝x<sup>6</sup> B．3x<sup>2</sup>﹣2x＝x C．（﹣2x）<sup>3</sup>＝﹣6x<sup>3</sup> D．x<sup>6</sup>÷x<sup>2</sup>＝x<sup>3</sup>,合并同类项定义与法则,理解,知识点
61a4ad7fc93718a1484c5497,下列运算正确的是(   ) A．（x<sup>2</sup>）<sup>3</sup>＝x<sup>6</sup> B．3x<sup>2</sup>﹣2x＝x C．（﹣2x）<sup>3</sup>＝﹣6x<sup>3</sup> D．x<sup>6</sup>÷x<sup>2</sup>＝x<sup>3</sup>,幂的乘方运算法则,理解,知识点
61a4ada4c93718a1484c5498,若分式 $\frac{\left|x\right|-1}{x-1}$ 的值等于0，则x的值为(   ) A．﹣1 B．0 C．1 D．±1,分式的值为零时的字母取值,应用,题型
61a4ae4cc93718a1484c549b,下列说法正确的是(   ) A．一个不透明的口袋中有3个白球和2个红球（每个球除颜色外都相同），则从中任意摸出一个球是红球的概率为 $\frac25$  B．一个抽奖活动的中奖概率为 $\frac12$ ，则抽奖2次就必有1次中奖 C．统计甲，乙两名同学在若干次检测中的数学成绩发现： $\overline{x_甲}$ ＝ $\overline{x_乙}$ ，S<sub>甲</sub><sup>2</sup>＞S<sub>乙</sub><sup>2</sup>，说明甲的数学成绩比乙的数学成绩稳定 D．要了解一个班有多少同学知道“杂交水稻之父”袁隆平的事迹，宜采用普查的调查方式,概率的定义,记忆,知识点
61a4ae4cc93718a1484c549b,下列说法正确的是(   ) A．一个不透明的口袋中有3个白球和2个红球（每个球除颜色外都相同），则从中任意摸出一个球是红球的概率为 $\frac25$  B．一个抽奖活动的中奖概率为 $\frac12$ ，则抽奖2次就必有1次中奖 C．统计甲，乙两名同学在若干次检测中的数学成绩发现： $\overline{x_甲}$ ＝ $\overline{x_乙}$ ，S<sub>甲</sub><sup>2</sup>＞S<sub>乙</sub><sup>2</sup>，说明甲的数学成绩比乙的数学成绩稳定 D．要了解一个班有多少同学知道“杂交水稻之父”袁隆平的事迹，宜采用普查的调查方式,利用概率的定义求概率,应用,题型
